idn,title,year,isbn,url,subjects
940498227,Die Zelle,1994,9783891690772,,"Adler, Gosbert | Fotografie | Baublock | Ausstellung | Hannover <1994>"
942271955,"Figur, Natur",1994,9783891690833,,
942534336,Franz Erhard Walther,1994,9783891690840,https://d-nb.info/942534336/04,"Walther, Franz Erhard | Ausstellung | Hannover <1994>"
944208924,Karl Blossfeldt,1994,9783929790047,,"Blossfeldt, Karl | Pflanzenfotografie | Ausstellung | Bonn <1994>"
940950847,Matthew McCaslin,1994,9783893222704,https://d-nb.info/940950847/04,"McCaslin, Matthew | Installation | Ausstellung | Hannover <1994>"
942638255,Matthew McCaslin,1994,9783893222704,https://d-nb.info/942638255/04,"McCaslin, Matthew | Installation | Ausstellung | Hannover <1994>"
940004364,"Nicholas Nixon, Familienbilder",1994,9783891690765,,"Nixon, Nicholas | Fotografie | Ausstellung | Hannover <1994>"
943733456,"No place, Mischa Kuball",1994,9783891690819,,
941485021,"Oskar Schlemmer - Tanz, Theater, Bühne",1994,9783926154231,https://d-nb.info/941485021/04,"Schlemmer, Oskar | Bühnenbild | Ausstellung | Düsseldorf <1994> | Schlemmer, Oskar | Theaterkostüm | Ausstellung | Düsseldorf <1994> | Schlemmer, Oskar | Inszenierung | Ausstellung | Düsseldorf <1994> | Schlemmer, Oskar | Theater | Aufsatzsammlung"
942042441,"Oskar Schlemmer - Tanz, Theater, Bühne",1994,9783775705219,https://d-nb.info/942042441/04,"Schlemmer, Oskar | Bühnenbild | Ausstellung | Düsseldorf <1994> | Schlemmer, Oskar | Theaterkostüm | Ausstellung | Düsseldorf <1994> | Schlemmer, Oskar | Inszenierung | Ausstellung | Düsseldorf | Schlemmer, Oskar | Theater | Aufsatzsammlung"
942223446,"Paul-Steegemann-Verlag 1919 - 1935, 1949 - 1955",1994,9783891690826,https://d-nb.info/942223446/04,Paul Steegemann Verlag | Ausstellung | Hannover <1994> | Paul Steegemann Verlag | Bibliographie
942336429,Paul-Steegemann-Verlag 1919 - 1935/1949 - 1955,1994,9783775705288,https://d-nb.info/942336429/04,Paul-Steegemann-Verlag | Ausstellung | Hannover <1994> | Paul-Steegemann-Verlag | Katalog
94347602X,Wunderhorn,1994,,,
931152577,"Carl Fredrick Reuterswärd, das graphische Werk",1993,9783891690741,https://d-nb.info/931152577/04,"Reuterswärd, Carl Fredrik | Grafik | Ausstellung | Hannover <1993>"
931629098,Dada,1993,,https://d-nb.info/931629098/04,Dadaismus | Kunst | Geschichte 1916-1925 | Ausstellung | München <1993>
931161819,Die Gesellschaft gilt es zu einem Kunstwerk zu machen,1993,,,
931148669,"Fotografie, Sammlung Ann und Jürgen Wilde",1993,,,
930455177,Helmut Schober,1993,9783791312460,https://d-nb.info/930455177/04,"Schober, Helmut | Ausstellung | Hannover <1993>"
931753708,Helmut Schober,1993,9783791312460,https://d-nb.info/931753708/04,"Schober, Helmut | Ausstellung | Hannover <1993>"
931743079,Keith Sonnier,1993,9783893225446,https://d-nb.info/931743079/04,"Sonnier, Keith | Ausstellung | Hannover <1993>"
931250781,Konstruktion Zitat,1993,9783891690758,https://d-nb.info/931250781/04,Experimentelle Fotografie | Ausstellung | Hannover <1993>
931447275,Kulturaustreibung,1993,9783926174703,https://d-nb.info/931447275/04,Niedersachsen | Nationalsozialismus | Kunstpolitik | Aufsatzsammlung
940536137,"Otto Dix, Bildnis der Eltern",1993,9783596239139,,"Dix, Otto | Sprengel Museum Hannover"
930593057,Thomas Emde,1993,9783891690734,,"Emde, Thomas | Ausstellung | Hannover <1993>"
921004311,Agenore Fabbri,1992,9783891690697,https://d-nb.info/921004311/04,
920800092,Busstops,1992,9783777459707,https://d-nb.info/920800092/04,Haltestelle | Omnibuslinienverkehr | Bauentwurf | Ausstellung | Hannover <1992>
921450729,Die Metamorphosen der Bilder,1992,9783891690710,https://d-nb.info/921450729/04,
921119925,Emil Nolde,1992,9783891690703,https://d-nb.info/921119925/04,
920338267,François Morellet,1992,9783891690659,,
920338151,Graphische Sammlung / Sprengel-Museum Hannover,1992,9783891690666,,
1318306892,John Heartfield,1992,9780810934139,https://d-nb.info/1318306892/04,
921033303,Kunst aus Costa Rica,1992,9783891690680,https://d-nb.info/921033303/04,
911034501,Kunst im 20. Jahrhundert,1992,9783875851724,https://d-nb.info/911034501/04,Sprengel Museum Hannover | Plastik | Kunstbetrachtung | Aufsatzsammlung | Sprengel Museum Hannover | Malerei | Kunstbetrachtung | Aufsatzsammlung
920919766,Sprengel-Museum Hannover,1992,,https://d-nb.info/920919766/04,Sprengel Museum Hannover | Führer
930128222,Tod dem Mondschein oder gelbe Ohrfeigen,1992,9783879093052,,"Sprengel Museum Hannover | Theater | Aufführung | Futurismus | Bildband | Sieckmeyer, Jürgen | Theaterfotografie | Bildband"
920618790,Yvonne Goulbier,1992,9783891690673,,
911387927,Aussenraum Innenstadt,1991,9783891690642,https://d-nb.info/911387927/04,
910411158,"Bestandsverzeichnis Archiv Robert Michel, Ella Bergmann-Michel im Sprengel-Museum Hannover",1991,9783891690611,https://d-nb.info/910411158/04,
910411166,"Bestandsverzeichnis Archiv Robert Michel, Ella Bergmann-Michel im Sprengel-Museum Hannover",1991,9783891690611,https://d-nb.info/910411166/04,
910545006,Carl Buchheister,1991,9783891690635,,
911112448,Im Lärm der Stadt,1991,9783777457703,https://d-nb.info/911112448/04,Öffentlicher Raum | Installation | Ausstellung | Hannover <1991>
930639200,John Heartfield,1991,9783770125883,https://d-nb.info/930639200/04,
931161800,Kunst und Fotografie,1991,,https://d-nb.info/931161800/04,
910161380,Max Ernst,1991,9783891690628,https://d-nb.info/910161380/04,
931161797,"Max Ernst, Werke und Themen",1991,,https://d-nb.info/931161797/04,
920570674,"Osvaldo Romberg, On scale, Im Massstab",1991,9783923576869,https://d-nb.info/920570674/04,
930876547,"Anna und Bernhard Johannes Blume, Trautes Heim",1990,,,
900997591,Bis jetzt,1990,9783777453309,https://d-nb.info/900997591/04,Deutschland | Öffentlicher Raum | Freiplastik | Ausstellung | Hannover <1990>
910596603,Bis jetzt,1990,9783777453309,https://d-nb.info/910596603/04,Deutschland | Öffentlicher Raum | Freiplastik | Ausstellung | Hannover <1990>
900642351,Carel Visser,1990,9783891690536,https://d-nb.info/900642351/04,
900642378,Ella Bergmann-Michel,1990,9783891690543,https://d-nb.info/900642378/04,
930847040,Ella Bergmann-Michel,1990,,,
930847032,"Fred Sandback, Ohne Titel",1990,,,
900788267,Hans-Albert Walter,1990,9783891690567,,
921309686,"Kurt Schwitters, Typographie und Werbegestaltung",1990,9783892580096,https://d-nb.info/921309686/04,
900372508,Les-Art,1990,9783922382492,https://d-nb.info/900372508/04,
900961260,Max Ernst,1990,9783891690598,https://d-nb.info/900961260/04,
901409448,Museum der Sinne,1990,9783891690604,https://d-nb.info/901409448/04,
901440647,Neonstücke,1990,9783893222063,https://d-nb.info/901440647/04,
942673867,Notes for sleep time,1990,,,
921051441,Oca Hannover,1990,,,
900855320,Richard Tuttle,1990,9783891690574,https://d-nb.info/900855320/04,
921271557,Richard Tuttle,1990,,,
942440757,"Richard Tuttle, Einleitung",1990,,,
901426199,"Ring ""Neue Werbegestalter"" 1928 - 1933",1990,9783891690581,https://d-nb.info/901426199/04,
921309767,"Ring ""Neue Werbegestalter"", die Amsterdamer Ausstellung 1931",1990,9783892580119,https://d-nb.info/921309767/04,
921309740,"Vordemberge-Gildewart, Typographie und Werbegestaltung",1990,9783892580102,https://d-nb.info/921309740/04,
901088803,Wolfgang Mattheuer,1990,9783891690550,,
890935416,"10 [Zehn] Jahre Sprengel-Museum Hannover ""Layout""",1989,9783891690468,https://d-nb.info/890935416/04,
891312463,"Bernhard Heisig, Retrospektive",1989,9783791309927,https://d-nb.info/891312463/04,"Heisig, Bernhard | Ausstellung | Berlin <West, 1989>"
891613188,Der Blaue Reiter,1989,9783891690499,https://d-nb.info/891613188/04,
890932581,Horst Antes,1989,9783891690475,https://d-nb.info/890932581/04,
891437134,Kate Steinitz,1989,9783891690512,https://d-nb.info/891437134/04,
891449612,Max Ernst,1989,9783891690505,https://d-nb.info/891449612/04,
891191089,Michael Schoenholtz,1989,9783891690482,https://d-nb.info/891191089/04,
891250999,"Verschollen, das Merzbild 1919 [neunzehnhundertneunzehn]",1989,,,
881433039,Artists in Residence,1988,,https://d-nb.info/881433039/04,
21097219X,Brasiljá,1988,9783925520143,https://d-nb.info/21097219X/04,
890370753,Der Maurer von Duane Hanson,1988,,,
890594635,Didaktische und andere Besucherinformationen / Sprengel-Museum Hannover,1988,,,
955139236,Die Camera Obscura als Unterrichtsgegenstand der Schule,1988,,,
993147402,El Lissitzky,1988,,,
880139536,El Lissitzky,1988,9783549066805,https://d-nb.info/880139536/04,"Lisickij, Lazarʹ Markovič | Ausstellung | Hannover <1988>"
993491464,El Lissitzky,1988,,,
955050464,Foto-Literatur zur Vorbereitung und Gestaltung von Unterricht,1988,,,
955137438,Fotovision,1988,,,
890048169,Fotovision,1988,9783891690444,https://d-nb.info/890048169/04,
880979011,Gerd Winner,1988,9783891690420,https://d-nb.info/880979011/04,
880653817,Gerhard Altenbourg,1988,9783875842432,https://d-nb.info/880653817/04,"Altenbourg, Gerhard | Ausstellung | Bremen <1988>"
955138787,Inszenierte Fotografie: Zwei Beispiele,1988,,,
880528133,Karl Schaper,1988,9783891690413,,
95504586X,Kunst und Fotografie,1988,,,
890009791,Mechtild Frisch,1988,9783891690437,,
880469838,"Otto Dix, Bildnis der Eltern",1988,9783596239139,,"Dix, Otto | Sprengel Museum Hannover"
880450177,Photogramme,1988,9783891690406,,
955138388,Private Bilder,1988,,,
890331936,Robert Michel,1988,9783891690451,https://d-nb.info/890331936/04,
